Date,Price,Open,High,Low,Change %
2019-10-01,82.37,82.76,82.77,81.82,-0.48%
2019-10-02,82.76,82.95,82.98,82.65,-0.14%
2019-10-03,82.88,83.03,83.16,82.87,-0.18%
2019-10-04,83.03,83.57,83.58,82.86,-0.64%
2019-10-07,83.57,83.81,83.85,83.42,-0.29%
2019-10-08,83.81,83.79,83.91,83.5,0.02%
2019-10-09,83.79,84.03,84.12,83.63,-0.23%
2019-10-10,83.99,84.06,84.2,83.69,-0.08%
2019-10-11,84.06,84.28,84.44,83.9,-0.26%
2019-10-14,84.28,83.81,84.51,83.65,0.56%
2019-10-15,83.81,83.45,83.83,82.84,0.43%
2019-10-16,83.45,83.99,84.35,83.11,-0.60%
2019-10-17,83.95,83.83,84.01,83.46,0.14%
2019-10-18,83.83,84.11,84.11,83.52,-0.33%
2019-10-21,84.11,83.49,84.3,83.48,0.75%
2019-10-22,83.49,82.68,83.66,82.34,0.97%
2019-10-23,82.68,82.8,82.99,82.57,0.16%
2019-10-24,82.55,83.84,83.85,82.53,-1.54%
2019-10-25,83.84,84.14,84.37,83.5,-0.36%
2019-10-28,84.14,83.69,84.4,83.39,0.54%
2019-10-29,83.69,84.28,84.28,83.43,-0.70%
2019-10-30,84.28,84.18,84.4,83.84,0.24%
2019-10-31,84.07,83.65,84.18,83.64,0.50%
2019-11-01,83.65,83.53,83.7,83.4,0.15%
2019-11-04,83.53,83.27,83.66,82.95,0.31%
2019-11-05,83.27,83.31,83.85,82.79,-0.05%
2019-11-06,83.31,83.48,83.56,83.23,-0.26%
2019-11-07,83.53,83.54,83.64,83.14,-0.01%
2019-11-08,83.54,83.14,83.78,83.1,0.49%
2019-11-11,83.14,83.38,83.55,83.04,-0.29%
2019-11-12,83.38,83.17,83.59,82.91,0.25%
2019-11-13,83.17,82.49,83.26,82.4,0.81%
2019-11-14,82.5,82.43,82.65,81.66,0.08%
2019-11-15,82.43,82.23,82.6,82.04,0.25%
2019-11-18,82.23,81.59,82.8,81.56,0.78%
2019-11-19,81.59,81.11,81.97,80.54,0.59%
2019-11-20,81.11,81.16,81.43,81.01,-0.20%
2019-11-21,81.27,80.79,81.48,80.62,0.59%
2019-11-22,80.79,81.07,81.22,80.59,-0.35%
2019-11-25,81.07,80.68,81.57,80.61,0.49%
2019-11-26,80.68,80.58,80.96,80.47,0.11%
2019-11-27,80.58,80.36,81.14,80.33,0.25%
2019-11-28,80.39,80.94,81.08,80.39,-0.68%
2019-11-29,80.94,81.58,81.7,80.87,-0.79%
2019-12-02,81.58,81.42,81.99,81.38,0.20%
2019-12-03,81.42,80.81,81.65,80.62,0.74%
2019-12-04,80.81,81.31,81.33,80.42,-0.67%
2019-12-05,81.36,81.27,81.5,80.98,0.11%
2019-12-06,81.27,81.11,81.82,80.92,0.20%
2019-12-09,81.11,81.46,81.47,80.85,-0.43%
2019-12-10,81.46,81.18,81.92,81.15,0.34%
2019-12-11,81.18,81.32,81.41,81.13,-0.35%
2019-12-12,81.47,81.59,81.62,80.89,-0.14%
2019-12-13,81.59,81.72,81.73,80.89,-0.16%
2019-12-16,81.72,81.8,82,81.71,-0.10%
2019-12-17,81.8,82.32,82.32,81.67,-0.63%
2019-12-18,82.32,81.83,82.34,81.83,0.50%
2019-12-19,81.9,82.36,82.56,81.74,-0.56%
2019-12-20,82.36,82.98,83.03,82.12,-0.74%
2019-12-23,82.98,83.17,83.24,82.76,-0.23%
2019-12-24,83.17,83.58,83.99,82.98,-0.50%
2019-12-25,83.58,83.35,83.86,83.19,0.45%
2019-12-26,83.21,83.51,83.56,83.16,-0.36%
2019-12-27,83.51,83.77,83.8,83.17,-0.31%
2019-12-30,83.77,83.94,84.09,83.5,-0.21%
2019-12-31,83.94,84.27,84.34,83.7,-0.39%
2020-01-01,84.27,84.33,84.37,84.12,0.07%
2020-01-02,84.21,84.57,85.39,84.12,-0.42%
2020-01-03,84.57,84.59,84.67,84.27,-0.03%
2020-01-06,84.59,84.99,85,84.28,-0.47%
2020-01-07,84.99,85.72,85.72,84.97,-0.85%
2020-01-08,85.72,85.75,85.8,85.51,-0.16%
2020-01-09,85.86,85.81,85.93,85.6,0.05%
2020-01-10,85.81,85.61,85.93,85.23,0.24%
2020-01-13,85.61,83.08,85.77,82.88,3.04%
2020-01-14,83.08,83.61,83.71,82.93,-0.63%
2020-01-15,83.61,84.25,84.29,83.51,-0.68%
2020-01-16,84.18,83.92,84.38,83.75,0.32%
2020-01-17,83.92,84,84.02,83.5,-0.10%
2020-01-20,84,83.75,84.04,83.35,0.29%
2020-01-21,83.75,84.17,84.26,83.52,-0.50%
2020-01-22,84.17,84.46,84.49,84.05,-0.20%
2020-01-23,84.34,84.37,85.22,84.17,-0.04%
2020-01-24,84.37,84.51,84.56,84,-0.17%
2020-01-27,84.51,84.13,84.67,83.68,0.46%
2020-01-28,84.13,84.61,84.66,83.83,-0.56%
2020-01-29,84.61,85.6,85.9,84.49,-0.77%
2020-01-30,85.26,84.31,85.45,84.28,1.13%
2020-01-31,84.31,84.79,84.89,84.28,-0.56%
2020-02-03,84.79,84.19,84.83,84.06,0.71%
2020-02-04,84.19,85.08,85.16,83.6,-1.06%
2020-02-05,85.08,85.56,85.64,85.07,-0.60%
2020-02-06,85.6,85.2,85.82,85.2,0.46%
2020-02-07,85.2,85.46,85.92,84.9,-0.30%
2020-02-10,85.46,85.62,85.62,85.19,-0.18%
2020-02-11,85.62,85.18,85.68,85.18,0.51%
2020-02-12,85.18,85.97,85.98,85.12,-1.20%
2020-02-13,86.22,86.17,86.38,85.57,0.06%
2020-02-14,86.17,85.13,86.18,84.93,1.22%
2020-02-17,85.13,85.32,85.46,84.73,-0.22%
2020-02-18,85.32,85.93,86.24,85.18,-0.72%
2020-02-19,85.93,85.35,85.95,85.34,0.49%
2020-02-20,85.51,85.81,86.18,85.03,-0.34%
2020-02-21,85.81,86.33,86.45,85.71,-0.60%
2020-02-24,86.33,85.88,86.4,85.33,0.52%
2020-02-25,85.88,86.53,86.6,85.69,-0.75%
2020-02-26,86.53,86.52,86.88,86.32,0.09%
2020-02-27,86.46,86.76,86.82,86.02,-0.37%
2020-02-28,86.78,87.34,87.53,86.54,-0.72%
2020-03-02,87.41,87.88,88.13,87.24,-0.47%
2020-03-03,87.82,86.91,87.98,86.84,1.05%
2020-03-04,86.91,87.67,87.72,86.83,-0.63%
2020-03-05,87.46,87.22,87.5,86.74,0.28%
2020-03-06,87.22,86.85,87.23,86.35,0.43%
2020-03-09,86.85,87.41,87.43,86.8,-0.64%
2020-03-10,87.41,86.76,87.57,86.74,0.75%
2020-03-11,86.76,86.53,87.22,86.53,0.21%
2020-03-12,86.57,87.43,87.5,86.3,-0.98%
2020-03-13,87.43,88.3,88.41,87.24,-0.99%
2020-03-16,88.3,88.83,89.11,88.09,-0.60%
2020-03-17,88.83,88.76,88.87,88.19,0.08%
2020-03-18,88.76,89.08,89.12,88.39,0.16%
2020-03-19,88.61,88.5,88.7,88.38,0.13%
2020-03-20,88.5,87.82,88.64,87.8,0.77%
2020-03-23,87.82,87.64,87.84,87.03,0.21%
2020-03-24,87.64,87.53,87.97,87.36,0.13%
2020-03-25,87.53,87.79,88,87.47,-0.28%
2020-03-26,87.78,87.71,88.21,87.45,0.07%
2020-03-27,87.71,88.51,88.53,86.99,-0.90%
2020-03-30,88.51,88.63,88.76,88.36,-0.14%
2020-03-31,88.63,89.39,89.42,88.3,-0.85%
2020-04-01,89.39,89.3,89.46,89.07,0.15%
2020-04-02,89.25,89.6,89.77,89.23,-0.38%
2020-04-03,89.6,89.94,89.97,89.23,-0.38%
2020-04-06,89.94,90.39,90.57,89.75,-0.50%
2020-04-07,90.39,91.03,91.11,90.34,-0.70%
2020-04-08,91.03,90.56,91.48,90.34,0.37%
2020-04-09,90.69,90.89,90.96,90.46,-0.21%
2020-04-10,90.89,91.32,91.43,90.52,-0.48%
2020-04-13,91.32,91.53,91.82,91.1,-0.22%
2020-04-14,91.53,91.63,91.69,91.08,-0.11%
2020-04-15,91.63,91.67,92.12,91.42,-0.03%
2020-04-16,91.65,91.49,91.78,91.22,0.18%
2020-04-17,91.49,91.35,91.55,90.86,0.15%
2020-04-20,91.35,91.35,91.67,91.06,0.00%
2020-04-21,91.35,91.56,91.93,90.84,-0.23%
2020-04-22,91.56,91.63,92.08,90.98,-0.35%
2020-04-23,91.89,92.59,92.89,91.43,-0.76%
2020-04-24,92.59,92.09,92.8,92.04,0.54%
2020-04-27,92.09,91.17,92.36,91.02,1.01%
2020-04-28,91.17,91.16,91.46,90.54,0.01%
2020-04-29,91.16,91.24,91.62,90.94,0.10%
2020-04-30,91.07,90.99,91.41,90.61,0.08%
2020-05-01,90.99,89.98,91.08,89.93,1.12%
2020-05-04,89.98,90.33,90.67,89.82,-0.39%
2020-05-05,90.33,90.11,90.49,89.26,0.25%
2020-05-06,90.11,90.18,90.62,89.75,0.13%
2020-05-07,89.99,89.87,90.48,89.23,0.13%
2020-05-08,89.87,91.78,91.88,88.97,-2.08%
2020-05-11,91.78,91.86,92.14,90.94,-0.10%
2020-05-12,91.86,92.54,92.97,91.86,-0.73%
2020-05-13,92.54,92.25,92.69,91.77,0.03%
2020-05-14,92.51,92.6,93.08,91.81,-0.09%
2020-05-15,92.6,93.19,93.64,92.59,-0.64%
2020-05-18,93.19,92.81,93.29,92.46,0.41%
2020-05-19,92.81,93.01,93.26,92.22,-0.23%
2020-05-20,93.02,92.17,93.54,91.85,1.56%
2020-05-21,91.6,91.36,93.24,90.84,0.26%
2020-05-22,91.36,93.88,93.97,87.98,-2.68%
2020-05-25,93.88,94.9,94.99,93.54,-1.07%
2020-05-26,94.9,94.66,94.97,94.33,0.25%
2020-05-27,94.66,94.12,94.78,93.85,0.86%
2020-05-28,93.86,93.96,94.59,93.83,-0.12%
2020-05-29,93.96,94.01,94.26,93.86,-0.05%
